Customer ID,Membership Start Date,Transaction Date,Payment Type,Revenue
331208,2018-08-16,2019-03-16,Monthly Fee,26.5
331208,2018-08-16,2019-04-18,Monthly Fee,26.5
331231,2018-08-16,2018-08-15,Annual Fee,1076.475
331231,2018-08-16,2018-08-15,Monthly Fee,26.5
331231,2018-08-16,2018-09-25,Monthly Fee,26.5
331241,2018-08-16,2018-08-15,Annual Fee,2392.14
331241,2018-08-16,2018-08-15,Monthly Fee,26.5
331241,2018-08-16,2018-09-16,Monthly Fee,26.5
331241,2018-08-16,2018-10-16,Monthly Fee,26.5
331241,2018-08-16,2018-11-16,Monthly Fee,26.5
331241,2018-08-16,2018-12-16,Monthly Fee,26.5
331241,2018-08-16,2019-01-16,Monthly Fee,26.5
331241,2018-08-16,2019-02-16,Monthly Fee,26.5
331241,2018-08-16,2019-03-16,Monthly Fee,26.5
331241,2018-08-16,2019-04-16,Monthly Fee,26.5
331241,2018-08-16,2019-05-16,Monthly Fee,26.5
331306,2018-08-16,2018-08-15,Annual Fee,655.41
331306,2018-08-16,2018-08-15,Monthly Fee,26.5
331306,2018-08-16,2018-09-16,Monthly Fee,26.5
331306,2018-08-16,2018-10-16,Monthly Fee,26.5
331306,2018-08-16,2018-11-16,Monthly Fee,26.5
331306,2018-08-16,2018-12-16,Monthly Fee,26.5
331307,2018-08-16,2018-08-15,Annual Fee,949.71
331307,2018-08-16,2018-08-15,Monthly Fee,26.5
331307,2018-08-16,2018-09-16,Monthly Fee,26.5
331307,2018-08-16,2018-10-16,Monthly Fee,26.5
331320,2018-08-16,2018-08-15,Annual Fee,487.29
331320,2018-08-16,2018-08-15,Monthly Fee,26.5
331320,2018-08-16,2018-09-16,Monthly Fee,26.5
331320,2018-08-16,2018-10-16,Monthly Fee,26.5
331320,2018-08-16,2018-11-16,Monthly Fee,26.5
331320,2018-08-16,2018-12-16,Monthly Fee,26.5
331320,2018-08-16,2019-01-16,Monthly Fee,26.5
331320,2018-08-16,2019-02-16,Monthly Fee,26.5
331320,2018-08-16,2019-03-21,Monthly Fee,26.5
331320,2018-08-16,2019-04-17,Monthly Fee,26.5
331320,2018-08-16,2019-05-16,Monthly Fee,26.5
331327,2018-08-16,2018-08-15,Annual Fee,1400.61
331327,2018-08-16,2018-08-15,Monthly Fee,26.5
331327,2018-08-16,2018-09-16,Monthly Fee,26.5
331327,2018-08-16,2018-10-16,Monthly Fee,26.5
331327,2018-08-16,2018-11-16,Monthly Fee,26.5
331327,2018-08-16,2018-12-16,Monthly Fee,26.5
331327,2018-08-16,2019-01-16,Monthly Fee,26.5
331327,2018-08-16,2019-02-16,Monthly Fee,26.5
331327,2018-08-16,2019-03-16,Monthly Fee,26.5
331327,2018-08-16,2019-04-16,Monthly Fee,26.5
331327,2018-08-16,2019-05-16,Monthly Fee,26.5
331331,2018-08-16,2018-08-15,Annual Fee,382.89
331331,2018-08-16,2018-08-15,Monthly Fee,26.5
331331,2018-08-16,2018-09-16,Monthly Fee,26.5
331343,2018-08-16,2018-08-15,Annual Fee,599.88
331343,2018-08-16,2018-08-15,Monthly Fee,26.5
331343,2018-08-16,2018-09-16,Monthly Fee,26.5
331343,2018-08-16,2018-10-16,Monthly Fee,26.5
331343,2018-08-16,2018-11-16,Monthly Fee,26.5
331343,2018-08-16,2018-12-16,Monthly Fee,26.5
331343,2018-08-16,2019-01-16,Monthly Fee,26.5
331343,2018-08-16,2019-02-16,Monthly Fee,26.5
331343,2018-08-16,2019-03-16,Monthly Fee,26.5
331343,2018-08-16,2019-04-16,Monthly Fee,26.5
331343,2018-08-16,2019-05-16,Monthly Fee,26.5
331348,2018-08-16,2018-08-15,Annual Fee,277.095
331348,2018-08-16,2018-08-15,Monthly Fee,26.5
331355,2018-08-16,2018-08-15,Annual Fee,242.625
331355,2018-08-16,2018-08-15,Monthly Fee,26.5
331355,2018-08-16,2018-09-16,Monthly Fee,26.5
331355,2018-08-16,2018-10-16,Monthly Fee,26.5
331355,2018-08-16,2018-11-16,Monthly Fee,26.5
331355,2018-08-16,2018-12-16,Monthly Fee,26.5
331355,2018-08-16,2019-01-16,Monthly Fee,26.5
331355,2018-08-16,2019-02-16,Monthly Fee,26.5
331355,2018-08-16,2019-03-16,Monthly Fee,26.5
331355,2018-08-16,2019-04-16,Monthly Fee,26.5
331355,2018-08-16,2019-05-16,Monthly Fee,26.5
331412,2018-08-16,2018-08-15,Annual Fee,1155.27
331412,2018-08-16,2018-08-15,Monthly Fee,26.5
331412,2018-08-16,2018-09-16,Monthly Fee,26.5
331412,2018-08-16,2018-10-16,Monthly Fee,26.5
331412,2018-08-16,2018-11-16,Monthly Fee,26.5
331412,2018-08-16,2018-12-16,Monthly Fee,26.5
331412,2018-08-16,2019-01-16,Monthly Fee,26.5
331412,2018-08-16,2019-02-26,Monthly Fee,26.5
331412,2018-08-16,2019-03-19,Monthly Fee,26.5
331412,2018-08-16,2019-05-06,Monthly Fee,26.5
331441,2018-08-16,2018-08-15,Annual Fee,500.295
331441,2018-08-16,2018-08-15,Monthly Fee,26.5
326918,2018-08-15,2018-07-30,Annual Fee,242.625
326918,2018-08-15,2018-07-30,Monthly Fee,26.5
326918,2018-08-15,2018-09-15,Monthly Fee,26.5
326918,2018-08-15,2018-10-15,Monthly Fee,26.5
326918,2018-08-15,2018-11-15,Monthly Fee,26.5
326918,2018-08-15,2018-12-15,Monthly Fee,26.5
326918,2018-08-15,2019-01-15,Monthly Fee,26.5
326918,2018-08-15,2019-02-15,Monthly Fee,26.5
326918,2018-08-15,2019-03-15,Monthly Fee,26.5
326918,2018-08-15,2019-04-15,Monthly Fee,26.5
326918,2018-08-15,2019-05-15,Monthly Fee,26.5
328155,2018-08-15,2018-08-02,Annual Fee,285.92
328155,2018-08-15,2018-08-02,Monthly Fee,26.5
328155,2018-08-15,2018-09-15,Monthly Fee,26.5
328155,2018-08-15,2018-10-15,Monthly Fee,26.5
328155,2018-08-15,2018-11-15,Monthly Fee,26.5
328155,2018-08-15,2018-12-15,Monthly Fee,26.5
328155,2018-08-15,2019-01-15,Monthly Fee,26.5
328155,2018-08-15,2019-02-15,Monthly Fee,26.5
328155,2018-08-15,2019-03-15,Monthly Fee,26.5
328155,2018-08-15,2019-04-15,Monthly Fee,26.5
328155,2018-08-15,2019-05-15,Monthly Fee,26.5
330863,2018-08-15,2018-08-14,Annual Fee,241.77
330863,2018-08-15,2018-08-14,Monthly Fee,26.5
330892,2018-08-15,2018-08-14,Annual Fee,894.5
330892,2018-08-15,2018-08-14,Monthly Fee,26.5
330892,2018-08-15,2018-09-15,Monthly Fee,26.5
330892,2018-08-15,2018-10-15,Monthly Fee,26.5
330892,2018-08-15,2018-11-15,Monthly Fee,26.5
330892,2018-08-15,2018-12-15,Monthly Fee,26.5
330892,2018-08-15,2019-01-15,Monthly Fee,26.5
330892,2018-08-15,2019-02-15,Monthly Fee,26.5
330892,2018-08-15,2019-03-15,Monthly Fee,26.5
330957,2018-08-15,2018-08-14,Annual Fee,242.63
330957,2018-08-15,2018-08-14,Monthly Fee,26.5
330960,2018-08-15,2018-08-14,Annual Fee,928.5
330960,2018-08-15,2018-08-14,Monthly Fee,26.5
330960,2018-08-15,2018-09-15,Monthly Fee,26.5
330960,2018-08-15,2018-10-15,Monthly Fee,26.5
330960,2018-08-15,2018-11-15,Monthly Fee,26.5
330960,2018-08-15,2018-12-15,Monthly Fee,26.5
331005,2018-08-15,2018-08-14,Annual Fee,241.5
331005,2018-08-15,2018-08-14,Monthly Fee,26.5
331005,2018-08-15,2018-09-15,Monthly Fee,26.5
331005,2018-08-15,2018-10-15,Monthly Fee,26.5
331010,2018-08-15,2018-08-14,Annual Fee,1001.82
331010,2018-08-15,2018-08-14,Monthly Fee,26.5
331027,2018-08-15,2018-08-14,Annual Fee,878.5
331027,2018-08-15,2018-08-14,Monthly Fee,26.5
331037,2018-08-15,2018-08-14,Annual Fee,285.5
331037,2018-08-15,2018-08-14,Monthly Fee,26.5
331037,2018-08-15,2018-09-15,Monthly Fee,26.5
331037,2018-08-15,2018-10-15,Monthly Fee,26.5
331065,2018-08-15,2018-08-14,Annual Fee,2498.88
331065,2018-08-15,2018-08-14,Monthly Fee,26.5
331065,2018-08-15,2018-09-15,Monthly Fee,26.5
331065,2018-08-15,2018-10-15,Monthly Fee,26.5
331065,2018-08-15,2018-11-15,Monthly Fee,26.5
331065,2018-08-15,2018-12-15,Monthly Fee,26.5
331070,2018-08-15,2018-08-14,Annual Fee,581.61
331070,2018-08-15,2018-08-14,Monthly Fee,26.5
331070,2018-08-15,2018-10-10,Monthly Fee,26.5
331080,2018-08-15,2018-08-14,Annual Fee,878.61
331080,2018-08-15,2018-08-14,Monthly Fee,26.5
331080,2018-08-15,2018-09-15,Monthly Fee,26.5
331080,2018-08-15,2018-10-15,Monthly Fee,26.5
331080,2018-08-15,2018-11-15,Monthly Fee,26.5
331080,2018-08-15,2018-12-15,Monthly Fee,26.5
331080,2018-08-15,2019-01-15,Monthly Fee,26.5
331080,2018-08-15,2019-02-15,Monthly Fee,26.5
331080,2018-08-15,2019-03-15,Monthly Fee,26.5
331080,2018-08-15,2019-04-15,Monthly Fee,26.5
331080,2018-08-15,2019-05-15,Monthly Fee,26.5
331139,2018-08-15,2018-08-14,Annual Fee,878.61
331139,2018-08-15,2018-08-14,Monthly Fee,26.5
331139,2018-08-15,2018-09-15,Monthly Fee,26.5
331160,2018-08-15,2018-08-14,Annual Fee,808.5
331160,2018-08-15,2018-08-14,Monthly Fee,26.5
331160,2018-08-15,2018-09-15,Monthly Fee,26.5
331160,2018-08-15,2018-10-15,Monthly Fee,26.5
331160,2018-08-15,2018-11-15,Monthly Fee,26.5
331160,2018-08-15,2018-12-15,Monthly Fee,26.5
331160,2018-08-15,2019-01-15,Monthly Fee,26.5
331160,2018-08-15,2019-02-15,Monthly Fee,26.5
331160,2018-08-15,2019-03-15,Monthly Fee,26.5
331160,2018-08-15,2019-04-15,Monthly Fee,26.5
331160,2018-08-15,2019-05-15,Monthly Fee,26.5
330531,2018-08-14,2018-08-13,Annual Fee,388.11
330531,2018-08-14,2018-08-13,Monthly Fee,26.5
330532,2018-08-14,2018-08-13,Annual Fee,241.5
330532,2018-08-14,2018-08-13,Monthly Fee,26.5
330532,2018-08-14,2018-09-14,Monthly Fee,26.5
330532,2018-08-14,2018-10-14,Monthly Fee,26.5
330532,2018-08-14,2018-11-14,Monthly Fee,26.5
330532,2018-08-14,2018-12-14,Monthly Fee,26.5
330532,2018-08-14,2019-01-14,Monthly Fee,26.5
330532,2018-08-14,2019-02-14,Monthly Fee,26.5
330532,2018-08-14,2019-03-14,Monthly Fee,26.5
330532,2018-08-14,2019-04-14,Monthly Fee,26.5
330532,2018-08-14,2019-05-14,Monthly Fee,26.5
330598,2018-08-14,2018-08-13,Annual Fee,745.01
330598,2018-08-14,2018-08-13,Monthly Fee,26.5
330598,2018-08-14,2018-09-14,Monthly Fee,26.5
330627,2018-08-14,2018-08-13,Annual Fee,453.5
330627,2018-08-14,2018-08-13,Monthly Fee,26.5
330627,2018-08-14,2018-09-14,Monthly Fee,26.5
330627,2018-08-14,2018-10-14,Monthly Fee,26.5
330627,2018-08-14,2018-11-14,Monthly Fee,26.5
330627,2018-08-14,2019-01-02,Monthly Fee,26.5
330640,2018-08-14,2018-08-13,Annual Fee,245.42
330640,2018-08-14,2018-08-13,Monthly Fee,26.5
330640,2018-08-14,2018-09-14,Monthly Fee,26.5
330640,2018-08-14,2018-10-14,Monthly Fee,26.5
330640,2018-08-14,2018-11-14,Monthly Fee,26.5
330641,2018-08-14,2018-08-13,Annual Fee,1442.5
330641,2018-08-14,2018-08-13,Monthly Fee,26.5
330665,2018-08-14,2018-08-13,Annual Fee,269.5
330665,2018-08-14,2018-08-13,Monthly Fee,26.5
330689,2018-08-14,2018-08-13,Annual Fee,237.5
330689,2018-08-14,2018-08-13,Monthly Fee,26.5
330689,2018-08-14,2018-09-14,Monthly Fee,26.5
330689,2018-08-14,2018-10-14,Monthly Fee,26.5
330689,2018-08-14,2018-11-16,Monthly Fee,26.5
330689,2018-08-14,2018-12-18,Monthly Fee,26.5
330689,2018-08-14,2019-01-14,Monthly Fee,26.5
330689,2018-08-14,2019-02-14,Monthly Fee,26.5
330689,2018-08-14,2019-03-14,Monthly Fee,26.5
330689,2018-08-14,2019-04-14,Monthly Fee,26.5
330689,2018-08-14,2019-05-14,Monthly Fee,26.5
330717,2018-08-14,2018-08-13,Annual Fee,382.89
330717,2018-08-14,2018-08-13,Monthly Fee,26.5
330717,2018-08-14,2018-09-14,Monthly Fee,26.5
330749,2018-08-14,2018-08-13,Annual Fee,2868.5
330749,2018-08-14,2018-08-13,Monthly Fee,26.5
330757,2018-08-14,2018-08-13,Annual Fee,808.68
330757,2018-08-14,2018-08-13,Monthly Fee,26.5
330757,2018-08-14,2018-09-14,Monthly Fee,26.5
330757,2018-08-14,2018-10-14,Monthly Fee,26.5
330757,2018-08-14,2018-11-14,Monthly Fee,26.5
330757,2018-08-14,2018-12-14,Monthly Fee,26.5
330773,2018-08-14,2018-08-13,Annual Fee,365.03
330773,2018-08-14,2018-08-13,Monthly Fee,26.5
330773,2018-08-14,2018-09-17,Monthly Fee,26.5
330801,2018-08-14,2018-08-13,Annual Fee,237.5
330801,2018-08-14,2018-08-13,Monthly Fee,26.5
330801,2018-08-14,2018-09-14,Monthly Fee,26.5
330801,2018-08-14,2018-10-14,Monthly Fee,26.5
330801,2018-08-14,2018-11-14,Monthly Fee,26.5
330801,2018-08-14,2018-12-14,Monthly Fee,26.5
330801,2018-08-14,2019-01-14,Monthly Fee,26.5
330801,2018-08-14,2019-02-14,Monthly Fee,26.5
330801,2018-08-14,2019-03-14,Monthly Fee,26.5
330801,2018-08-14,2019-04-14,Monthly Fee,26.5
330801,2018-08-14,2019-05-14,Monthly Fee,26.5
330806,2018-08-14,2018-08-13,Annual Fee,509.5
330806,2018-08-14,2018-08-13,Monthly Fee,26.5
330825,2018-08-14,2018-08-13,Annual Fee,237.5
330825,2018-08-14,2018-08-13,Monthly Fee,26.5
330825,2018-08-14,2018-09-19,Monthly Fee,26.5
330825,2018-08-14,2018-10-17,Monthly Fee,26.5
330825,2018-08-14,2018-11-14,Monthly Fee,26.5
330825,2018-08-14,2018-12-26,Monthly Fee,26.5
330825,2018-08-14,2019-01-14,Monthly Fee,26.5
330825,2018-08-14,2019-02-19,Monthly Fee,26.5
330825,2018-08-14,2019-03-14,Monthly Fee,26.5
330825,2018-08-14,2019-04-16,Monthly Fee,26.5
330825,2018-08-14,2019-05-14,Monthly Fee,26.5
330306,2018-08-13,2018-08-10,Annual Fee,889.5
330306,2018-08-13,2018-08-10,Monthly Fee,26.5
330306,2018-08-13,2018-09-13,Monthly Fee,26.5
330306,2018-08-13,2018-10-13,Monthly Fee,26.5
330575,2018-08-13,2018-08-13,Annual Fee,630.5
330575,2018-08-13,2018-08-13,Monthly Fee,26.5
330575,2018-08-13,2018-09-27,Monthly Fee,26.5
330376,2018-08-12,2018-08-11,Annual Fee,388.11
330376,2018-08-12,2018-08-11,Monthly Fee,26.5
330376,2018-08-12,2018-09-12,Monthly Fee,26.5
329201,2018-08-11,2018-08-06,Annual Fee,2392.14
329201,2018-08-11,2018-08-06,Monthly Fee,26.5
330071,2018-08-11,2018-08-10,Annual Fee,508.5
330071,2018-08-11,2018-08-10,Monthly Fee,26.5
330071,2018-08-11,2018-09-11,Monthly Fee,26.5
330071,2018-08-11,2018-10-11,Monthly Fee,26.5
330071,2018-08-11,2018-11-11,Monthly Fee,26.5
330071,2018-08-11,2018-12-11,Monthly Fee,26.5
330071,2018-08-11,2019-01-11,Monthly Fee,26.5
330071,2018-08-11,2019-02-11,Monthly Fee,26.5
330071,2018-08-11,2019-03-11,Monthly Fee,26.5
330071,2018-08-11,2019-04-11,Monthly Fee,26.5
330071,2018-08-11,2019-05-11,Monthly Fee,26.5
330076,2018-08-11,2018-08-10,Annual Fee,285.5
330076,2018-08-11,2018-08-10,Monthly Fee,26.5
330090,2018-08-11,2018-08-10,Annual Fee,649.5
330090,2018-08-11,2018-08-10,Monthly Fee,26.5
330105,2018-08-11,2018-08-10,Annual Fee,1155.5
330105,2018-08-11,2018-08-10,Monthly Fee,26.5
330113,2018-08-11,2018-08-10,Annual Fee,500.3
330113,2018-08-11,2018-08-10,Monthly Fee,26.5
330113,2018-08-11,2018-09-11,Monthly Fee,26.5
330113,2018-08-11,2018-10-11,Monthly Fee,26.5
330113,2018-08-11,2018-11-11,Monthly Fee,26.5
330113,2018-08-11,2018-12-11,Monthly Fee,26.5
330207,2018-08-11,2018-08-10,Annual Fee,738.89
330207,2018-08-11,2018-08-10,Monthly Fee,26.5
330207,2018-08-11,2018-09-11,Monthly Fee,26.5
330210,2018-08-11,2018-08-10,Annual Fee,237.09
330210,2018-08-11,2018-08-10,Monthly Fee,26.5
330232,2018-08-11,2018-08-10,Annual Fee,599.88
330232,2018-08-11,2018-08-10,Monthly Fee,26.5
330272,2018-08-11,2018-08-10,Annual Fee,242.5
330272,2018-08-11,2018-08-10,Monthly Fee,26.5
330272,2018-08-11,2018-09-11,Monthly Fee,26.5
330301,2018-08-11,2018-08-10,Annual Fee,304.5
330301,2018-08-11,2018-08-10,Monthly Fee,26.5
330301,2018-08-11,2018-09-11,Monthly Fee,26.5
330301,2018-08-11,2018-10-11,Monthly Fee,26.5
330315,2018-08-11,2018-08-10,Annual Fee,1458.62
330315,2018-08-11,2018-08-10,Monthly Fee,26.5
330315,2018-08-11,2018-09-11,Monthly Fee,26.5
330316,2018-08-11,2018-08-10,Annual Fee,1458.62
330316,2018-08-11,2018-08-10,Monthly Fee,26.5
330316,2018-08-11,2018-09-11,Monthly Fee,26.5
330316,2018-08-11,2018-10-11,Monthly Fee,26.5
330325,2018-08-11,2018-08-10,Annual Fee,2522.33
330325,2018-08-11,2018-08-10,Monthly Fee,26.5
330325,2018-08-11,2018-09-11,Monthly Fee,26.5
330325,2018-08-11,2018-10-11,Monthly Fee,26.5
330325,2018-08-11,2018-11-11,Monthly Fee,26.5
330325,2018-08-11,2018-12-11,Monthly Fee,26.5
330325,2018-08-11,2019-01-11,Monthly Fee,26.5
330325,2018-08-11,2019-02-11,Monthly Fee,26.5
329102,2018-08-10,2018-08-06,Annual Fee,2259.89
329102,2018-08-10,2018-08-06,Monthly Fee,26.5
329102,2018-08-10,2018-09-10,Monthly Fee,26.5
329102,2018-08-10,2018-10-10,Monthly Fee,26.5
329824,2018-08-10,2018-08-09,Annual Fee,524.5
329824,2018-08-10,2018-08-09,Monthly Fee,26.5
329834,2018-08-10,2018-08-09,Annual Fee,555.38
329834,2018-08-10,2018-08-09,Monthly Fee,26.5
329834,2018-08-10,2018-09-10,Monthly Fee,26.5
329834,2018-08-10,2018-10-10,Monthly Fee,26.5
329834,2018-08-10,2018-11-10,Monthly Fee,26.5
329834,2018-08-10,2018-12-10,Monthly Fee,26.5
329834,2018-08-10,2019-01-10,Monthly Fee,26.5
329834,2018-08-10,2019-02-10,Monthly Fee,26.5
329834,2018-08-10,2019-03-10,Monthly Fee,26.5
329834,2018-08-10,2019-04-10,Monthly Fee,26.5
329834,2018-08-10,2019-05-10,Monthly Fee,26.5
329838,2018-08-10,2018-08-09,Annual Fee,382.89
329838,2018-08-10,2018-08-09,Monthly Fee,26.5
329838,2018-08-10,2018-09-14,Monthly Fee,26.5
329838,2018-08-10,2018-10-10,Monthly Fee,26.5
329838,2018-08-10,2018-11-10,Monthly Fee,26.5
329838,2018-08-10,2018-12-10,Monthly Fee,26.5
329838,2018-08-10,2019-01-10,Monthly Fee,26.5
329838,2018-08-10,2019-02-10,Monthly Fee,26.5
329838,2018-08-10,2019-03-10,Monthly Fee,26.5
329838,2018-08-10,2019-04-10,Monthly Fee,26.5
329838,2018-08-10,2019-05-10,Monthly Fee,26.5
329839,2018-08-10,2018-08-09,Annual Fee,237.09
329839,2018-08-10,2018-08-09,Monthly Fee,26.5
329839,2018-08-10,2018-09-10,Monthly Fee,26.5
329839,2018-08-10,2018-10-10,Monthly Fee,26.5
329839,2018-08-10,2018-11-10,Monthly Fee,26.5
329851,2018-08-10,2018-08-09,Annual Fee,1260.5
329851,2018-08-10,2018-08-09,Monthly Fee,26.5
329851,2018-08-10,2018-09-10,Monthly Fee,26.5
329851,2018-08-10,2018-10-10,Monthly Fee,26.5
329851,2018-08-10,2018-11-10,Monthly Fee,26.5
329873,2018-08-10,2018-08-09,Annual Fee,509.21
329873,2018-08-10,2018-08-09,Monthly Fee,26.5
329873,2018-08-10,2018-09-10,Monthly Fee,26.5
329873,2018-08-10,2018-10-10,Monthly Fee,26.5
329873,2018-08-10,2018-11-10,Monthly Fee,26.5
329873,2018-08-10,2018-12-10,Monthly Fee,26.5
329873,2018-08-10,2019-01-10,Monthly Fee,26.5
329873,2018-08-10,2019-02-10,Monthly Fee,26.5
329873,2018-08-10,2019-03-10,Monthly Fee,26.5
329873,2018-08-10,2019-04-10,Monthly Fee,26.5
329873,2018-08-10,2019-05-10,Monthly Fee,26.5
329876,2018-08-10,2018-08-09,Annual Fee,388.5
329876,2018-08-10,2018-08-09,Monthly Fee,26.5
329876,2018-08-10,2018-10-02,Monthly Fee,26.5
329876,2018-08-10,2018-10-11,Monthly Fee,26.5
329876,2018-08-10,2018-11-10,Monthly Fee,26.5
329876,2018-08-10,2018-12-14,Monthly Fee,26.5
329876,2018-08-10,2019-01-16,Monthly Fee,26.5
329876,2018-08-10,2019-02-10,Monthly Fee,26.5
329876,2018-08-10,2019-03-10,Monthly Fee,26.5
329876,2018-08-10,2019-04-10,Monthly Fee,26.5
329876,2018-08-10,2019-05-10,Monthly Fee,26.5
329912,2018-08-10,2018-08-09,Annual Fee,2259.89
329912,2018-08-10,2018-08-09,Monthly Fee,26.5
329912,2018-08-10,2018-09-17,Monthly Fee,26.5
329942,2018-08-10,2018-08-09,Annual Fee,277.5
329942,2018-08-10,2018-08-09,Monthly Fee,26.5
329942,2018-08-10,2018-09-10,Monthly Fee,26.5
329942,2018-08-10,2018-10-10,Monthly Fee,26.5
329942,2018-08-10,2018-11-10,Monthly Fee,26.5
329942,2018-08-10,2018-12-10,Monthly Fee,26.5
329942,2018-08-10,2019-01-10,Monthly Fee,26.5
329942,2018-08-10,2019-02-10,Monthly Fee,26.5
329942,2018-08-10,2019-03-10,Monthly Fee,26.5
329942,2018-08-10,2019-04-10,Monthly Fee,26.5
329942,2018-08-10,2019-05-10,Monthly Fee,26.5
329945,2018-08-10,2018-08-09,Annual Fee,304.5
329945,2018-08-10,2018-08-09,Monthly Fee,26.5
329945,2018-08-10,2018-09-10,Monthly Fee,26.5
329950,2018-08-10,2018-08-09,Annual Fee,524.5
329950,2018-08-10,2018-08-09,Monthly Fee,26.5
329956,2018-08-10,2018-08-09,Annual Fee,2522.5
329956,2018-08-10,2018-08-09,Monthly Fee,26.5
329956,2018-08-10,2018-09-10,Monthly Fee,26.5
329956,2018-08-10,2018-10-10,Monthly Fee,26.5
330004,2018-08-10,2018-08-09,Annual Fee,647.36
330004,2018-08-10,2018-08-09,Monthly Fee,26.5
330004,2018-08-10,2018-09-10,Monthly Fee,26.5
330004,2018-08-10,2018-10-10,Monthly Fee,26.5
330004,2018-08-10,2018-11-10,Monthly Fee,26.5
330004,2018-08-10,2018-12-10,Monthly Fee,26.5
330004,2018-08-10,2019-01-10,Monthly Fee,26.5
330004,2018-08-10,2019-02-10,Monthly Fee,26.5
330004,2018-08-10,2019-03-10,Monthly Fee,26.5
330004,2018-08-10,2019-04-10,Monthly Fee,26.5
330004,2018-08-10,2019-05-10,Monthly Fee,26.5
330024,2018-08-10,2018-08-09,Annual Fee,242.63
330024,2018-08-10,2018-08-09,Monthly Fee,26.5
330024,2018-08-10,2018-09-10,Monthly Fee,26.5
330024,2018-08-10,2018-10-10,Monthly Fee,26.5
329552,2018-08-09,2018-08-08,Annual Fee,406.2
329552,2018-08-09,2018-08-08,Monthly Fee,26.5
329579,2018-08-09,2018-08-08,Annual Fee,2259.5
329579,2018-08-09,2018-08-08,Monthly Fee,26.5
329579,2018-08-09,2018-09-09,Monthly Fee,26.5
329579,2018-08-09,2018-10-09,Monthly Fee,26.5
329579,2018-08-09,2018-11-09,Monthly Fee,26.5
329579,2018-08-09,2018-12-09,Monthly Fee,26.5
329579,2018-08-09,2019-01-09,Monthly Fee,26.5
329579,2018-08-09,2019-02-09,Monthly Fee,26.5
329579,2018-08-09,2019-03-09,Monthly Fee,26.5
329579,2018-08-09,2019-04-09,Monthly Fee,26.5
329579,2018-08-09,2019-05-09,Monthly Fee,26.5
329591,2018-08-09,2018-08-08,Annual Fee,371.5
329591,2018-08-09,2018-08-08,Monthly Fee,26.5
329611,2018-08-09,2018-08-08,Annual Fee,1260.8
329611,2018-08-09,2018-08-08,Monthly Fee,26.5
329611,2018-08-09,2018-09-09,Monthly Fee,26.5
329611,2018-08-09,2018-10-09,Monthly Fee,26.5
329611,2018-08-09,2018-11-09,Monthly Fee,26.5
329637,2018-08-09,2018-08-08,Annual Fee,285.92
329637,2018-08-09,2018-08-08,Monthly Fee,26.5
329637,2018-08-09,2018-09-09,Monthly Fee,26.5
329637,2018-08-09,2018-10-09,Monthly Fee,26.5
329637,2018-08-09,2018-11-09,Monthly Fee,26.5
329637,2018-08-09,2018-12-09,Monthly Fee,26.5
329637,2018-08-09,2019-01-09,Monthly Fee,26.5
329637,2018-08-09,2019-02-09,Monthly Fee,26.5
329637,2018-08-09,2019-03-09,Monthly Fee,26.5
329637,2018-08-09,2019-04-09,Monthly Fee,26.5
329637,2018-08-09,2019-05-09,Monthly Fee,26.5
329665,2018-08-09,2018-08-08,Annual Fee,402.24
329665,2018-08-09,2018-08-08,Monthly Fee,26.5
329665,2018-08-09,2018-09-09,Monthly Fee,26.5
329667,2018-08-09,2018-08-08,Annual Fee,555.5
329667,2018-08-09,2018-08-08,Monthly Fee,26.5
329667,2018-08-09,2018-09-09,Monthly Fee,26.5
329667,2018-08-09,2018-10-09,Monthly Fee,26.5
329667,2018-08-09,2018-11-09,Monthly Fee,26.5
329667,2018-08-09,2018-12-09,Monthly Fee,26.5
329667,2018-08-09,2019-01-09,Monthly Fee,26.5
329667,2018-08-09,2019-02-09,Monthly Fee,26.5
329667,2018-08-09,2019-03-09,Monthly Fee,26.5
329667,2018-08-09,2019-04-09,Monthly Fee,26.5
329667,2018-08-09,2019-05-09,Monthly Fee,26.5
329676,2018-08-09,2018-08-08,Annual Fee,827.63
329676,2018-08-09,2018-08-08,Monthly Fee,26.5
329676,2018-08-09,2018-09-09,Monthly Fee,26.5
329676,2018-08-09,2018-10-09,Monthly Fee,26.5
329676,2018-08-09,2018-11-09,Monthly Fee,26.5
329695,2018-08-09,2018-08-08,Annual Fee,331.91
329695,2018-08-09,2018-08-08,Monthly Fee,26.5
329695,2018-08-09,2018-09-09,Monthly Fee,26.5
329695,2018-08-09,2018-10-09,Monthly Fee,26.5
329704,2018-08-09,2018-08-08,Annual Fee,1481.03
329704,2018-08-09,2018-08-08,Monthly Fee,26.5
329704,2018-08-09,2018-09-09,Monthly Fee,26.5
329704,2018-08-09,2018-10-09,Monthly Fee,26.5
329704,2018-08-09,2018-11-09,Monthly Fee,26.5
329704,2018-08-09,2018-12-09,Monthly Fee,26.5
329704,2018-08-09,2019-01-09,Monthly Fee,26.5
329704,2018-08-09,2019-02-09,Monthly Fee,26.5
329704,2018-08-09,2019-03-09,Monthly Fee,26.5
329704,2018-08-09,2019-04-09,Monthly Fee,26.5
329704,2018-08-09,2019-05-09,Monthly Fee,26.5
329727,2018-08-09,2018-08-08,Annual Fee,237.5
329727,2018-08-09,2018-08-08,Monthly Fee,26.5
